Date Opened,Time Opened,Opening Price,Legs,Premium,Closing Price,Date Closed,Time Closed,Avg. Closing Cost,Reason For Close,P/L,No. of Contracts,Funds at Close,Margin Req.,Strategy,Opening Commissions + Fees,Closing Commissions + Fees,Opening Short/Long Ratio,Closing Short/Long Ratio,Opening VIX,Closing VIX,Gap,Movement,Max Profit,Max Loss
"2023-03-09","09:33:00",3999.59,"1 Mar 9 4000 P STO 11.70 | 1 Mar 9 4000 C STO 11.10 | 1 Mar 9 3905 P BTO 0.10 | 1 Mar 9 4065 C BTO 0.15",2255,4001.62,"2023-03-09","11:02:00",1825,"Profit Target",424.8,1,158071.4,7245,"",2.6,2.6,91.2,122.67,19.24,19.07,6.65,0.93,19.07,-10.86
"2023-03-08","12:09:00",3989.39,"1 Mar 8 3990 P STO 9.25 | 1 Mar 8 3990 C STO 8.20 | 1 Mar 8 3925 P BTO 0.15 | 1 Mar 8 4050 C BTO 0.10",1720,3970.62,"2023-03-08","13:31:00",2200,"Stop Loss",-485.2,1,157646.6,4780,"",2.6,2.6,69.8,111,19.37,19.68,1.18,1.84,6.69,-27.91
"2023-03-08","10:46:00",3991.41,"1 Mar 8 3990 P STO 9.90 | 1 Mar 8 3990 C STO 11.45 | 1 Mar 8 3920 P BTO 0.15 | 1 Mar 8 4060 C BTO 0.10",2110,3991.03,"2023-03-08","12:08:00",1705,"Profit Target",399.8,1,158131.8,4890,"",2.6,2.6,85.4,69.2,19.43,19.34,1.18,3.86,19.19,0
"2023-03-08","09:33:00",3991.7,"1 Mar 8 3990 P STO 12.50 | 1 Mar 8 3990 C STO 14.00 | 1 Mar 8 3885 P BTO 0.10 | 1 Mar 8 4065 C BTO 0.15",2625,3992.34,"2023-03-08","10:45:00",2120,"Profit Target",499.8,1,157732,7875,"",2.6,2.6,106,107,19.68,19.41,1.18,4.15,19.24,-5.9
"2023-03-07","09:33:00",4046.1,"1 Mar 7 4045 P STO 16.20 | 1 Mar 7 4045 C STO 18.70 | 1 Mar 7 3925 P BTO 0.15 | 1 Mar 7 4155 C BTO 0.15",3460,4013.82,"2023-03-07","10:09:00",4410,"Stop Loss",-955.2,1,157232.2,8540,"",2.6,2.6,116.33,81.18,18.81,19.23,-0.16,-2.16,7.08,-27.46
"2023-03-06","12:46:00",4064.75,"1 Mar 6 4065 P STO 7.40 | 1 Mar 6 4065 C STO 6.90 | 1 Mar 6 3980 P BTO 0.10 | 1 Mar 6 4105 C BTO 0.15",1405,4046.75,"2023-03-06","15:24:00",1835,"Stop Loss",-435.2,1,158187.4,7095,"",2.6,2.6,57.2,184.5,18.74,18.7,9.51,9.6,18.15,-30.6
"2023-03-06","09:33:00",4055.58,"1 Mar 6 4055 P STO 10.85 | 1 Mar 6 4055 C STO 11.40 | 1 Mar 6 3960 P BTO 0.15 | 1 Mar 6 4120 C BTO 0.15",2195,4066.92,"2023-03-06","12:45:00",1745,"Profit Target",444.8,1,158622.6,7305,"",2.6,2.6,74.17,88.25,18.87,18.71,9.51,0.43,20.5,-22.55
"2023-03-03","09:33:00",3997.23,"1 Mar 3 3995 P STO 11.70 | 1 Mar 3 3995 C STO 13.70 | 1 Mar 3 3895 P BTO 0.10 | 1 Mar 3 4065 C BTO 0.15",2515,4024.1,"2023-03-03","12:02:00",3145,"Stop Loss",-635.2,1,158177.8,7485,"",2.6,2.6,101.6,126.8,19.37,18.68,16.67,-0.79,6.56,-25.05
"2023-03-02","13:09:00",3946.38,"1 Mar 2 3945 P STO 7.00 | 1 Mar 2 3945 C STO 8.25 | 1 Mar 2 3890 P BTO 0.15 | 1 Mar 2 3990 C BTO 0.15",1495,3961.08,"2023-03-02","13:37:00",2050,"Stop Loss",-560.2,1,158813,4005,"",2.6,2.6,50.83,30.29,20.35,20.02,-12.71,7.7,6.35,-37.12
"2023-03-02","11:30:00",3941.38,"1 Mar 2 3940 P STO 9.40 | 1 Mar 2 3940 C STO 10.35 | 1 Mar 2 3865 P BTO 0.10 | 1 Mar 2 4005 C BTO 0.15",1950,3945.3,"2023-03-02","13:08:00",1575,"Profit Target",369.8,1,159373.2,5550,"",2.6,2.6,79,79.75,20.41,20.37,-12.71,2.7,19.23,-0.77
"2023-03-02","09:33:00",3932.54,"1 Mar 2 3935 P STO 14.35 | 1 Mar 2 3935 C STO 11.40 | 1 Mar 2 3855 P BTO 0.15 | 1 Mar 2 4020 C BTO 0.10",2550,3941.04,"2023-03-02","11:29:00",2040,"Profit Target",504.8,1,159003.4,5950,"",2.6,2.6,103,103,21.01,20.41,-12.71,-6.14,20,-0.59
"2023-03-01","10:41:00",3963.15,"1 Mar 1 3965 P STO 11.60 | 1 Mar 1 3965 C STO 9.60 | 1 Mar 1 3880 P BTO 0.15 | 1 Mar 1 4030 C BTO 0.10",2095,3944.39,"2023-03-01","11:11:00",2700,"Stop Loss",-610.2,1,158498.6,6405,"",2.6,2.6,84.8,109,20.6,21.01,-6.81,-0.19,4.06,-28.88
"2023-03-01","09:33:00",3962.11,"1 Mar 1 3960 P STO 12.85 | 1 Mar 1 3960 C STO 13.45 | 1 Mar 1 3865 P BTO 0.10 | 1 Mar 1 4045 C BTO 0.10",2610,3960.31,"2023-03-01","10:40:00",2100,"Profit Target",504.8,1,159108.8,6890,"",2.6,2.6,131.5,106,20.74,20.61,-6.81,-1.23,19.54,-0.38
"2023-02-28","11:36:00",3982.14,"1 Feb 28 3980 P STO 8.25 | 1 Feb 28 3980 C STO 10.10 | 1 Feb 28 3915 P BTO 0.15 | 1 Feb 28 4040 C BTO 0.15",1805,3989.61,"2023-02-28","14:18:00",1460,"Profit Target",339.8,1,158604,4695,"",2.6,2.6,61.17,98.33,20.46,20.27,-5.05,4.95,19.11,-15.24
"2023-02-28","09:33:00",3974.66,"1 Feb 28 3975 P STO 12.90 | 1 Feb 28 3975 C STO 12.20 | 1 Feb 28 3885 P BTO 0.15 | 1 Feb 28 4050 C BTO 0.15",2480,3982.71,"2023-02-28","11:35:00",1925,"Profit Target",549.8,1,158264.2,6520,"",2.6,2.6,83.67,97.25,21.12,20.45,-5.05,-2.53,22.38,-2.22
"2023-02-27","13:52:00",3989.56,"1 Feb 27 3990 P STO 6.70 | 1 Feb 27 3990 C STO 6.40 | 1 Feb 27 3940 P BTO 0.10 | 1 Feb 27 4030 C BTO 0.15",1285,3986.83,"2023-02-27","14:55:00",1035,"Profit Target",244.8,1,157714.4,3715,"",2.6,2.6,52.4,52.75,21.05,20.99,22.32,-2.8,19.46,-14.79
"2023-02-27","12:33:00",3991.92,"1 Feb 27 3990 P STO 7.25 | 1 Feb 27 3990 C STO 9.10 | 1 Feb 27 3935 P BTO 0.15 | 1 Feb 27 4040 C BTO 0.15",1605,3988.7,"2023-02-27","13:51:00",1295,"Profit Target",304.8,1,157469.6,3895,"",2.6,2.6,54.5,65.75,21,21.07,22.32,-0.44,19.31,0
"2023-02-27","11:00:00",3997.3,"1 Feb 27 3995 P STO 9.10 | 1 Feb 27 3995 C STO 11.90 | 1 Feb 27 3915 P BTO 0.15 | 1 Feb 27 4055 C BTO 0.15",2070,3991.05,"2023-02-27","12:32:00",1615,"Profit Target",449.8,1,157164.8,5930,"",2.6,2.6,70,108.67,21.1,21.02,22.32,4.94,21.98,-6.04
"2023-02-27","09:33:00",4001.72,"1 Feb 27 4000 P STO 12.20 | 1 Feb 27 4000 C STO 13.85 | 1 Feb 27 3885 P BTO 0.10 | 1 Feb 27 4070 C BTO 0.10",2585,3997,"2023-02-27","10:59:00",2065,"Profit Target",514.8,1,156715,8915,"",2.6,2.6,130.25,138.67,21.35,21.14,22.32,9.36,20.12,-4.45
"2023-02-24","12:49:00",3953.92,"1 Feb 24 3955 P STO 10.20 | 1 Feb 24 3955 C STO 8.60 | 1 Feb 24 3885 P BTO 0.15 | 1 Feb 24 4030 C BTO 0.10",1855,3961.79,"2023-02-24","14:35:00",1490,"Profit Target",359.8,1,156200.2,5645,"",2.6,2.6,75.2,150,22.21,21.88,-39.08,-19.32,19.68,-1.08
"2023-02-24","11:08:00",3951.75,"1 Feb 24 3950 P STO 10.90 | 1 Feb 24 3950 C STO 12.70 | 1 Feb 24 3865 P BTO 0.15 | 1 Feb 24 4040 C BTO 0.15",2330,3953.93,"2023-02-24","12:48:00",1885,"Profit Target",439.8,1,155840.4,6670,"",2.6,2.6,78.67,126.67,22.54,22.21,-39.08,-21.49,19.1,-22.53
"2023-02-24","09:33:00",3962.22,"1 Feb 24 3960 P STO 14.30 | 1 Feb 24 3960 C STO 16.80 | 1 Feb 24 3855 P BTO 0.15 | 1 Feb 24 4060 C BTO 0.15",3080,3949.95,"2023-02-24","11:07:00",2480,"Profit Target",594.8,1,155400.6,7420,"",2.6,2.6,103.67,100.2,22.33,22.61,-39.08,-11.02,19.48,-3.08
"2023-02-23","09:33:00",4020.44,"1 Feb 23 4020 P STO 12.35 | 1 Feb 23 4020 C STO 13.25 | 1 Feb 23 3915 P BTO 0.10 | 1 Feb 23 4090 C BTO 0.15",2535,3992.24,"2023-02-23","11:09:00",3220,"Stop Loss",-690.2,1,154805.8,7965,"",2.6,2.6,102.4,162,21.46,21.78,27.55,1.84,17.55,-27.02
"2023-02-22","11:46:00",4000.05,"1 Feb 22 4000 P STO 13.10 | 1 Feb 22 4000 C STO 12.90 | 1 Feb 22 3915 P BTO 0.15 | 1 Feb 22 4080 C BTO 0.15",2570,4001.7,"2023-02-22","14:02:00",2040,"Profit Target",524.8,1,155496,5930,"",2.6,2.6,86.67,103,22.58,22.44,4.49,-1.78,20.62,-5.06
"2023-02-22","09:33:00",4004.51,"1 Feb 22 4005 P STO 16.25 | 1 Feb 22 4005 C STO 16.10 | 1 Feb 22 3885 P BTO 0.10 | 1 Feb 22 4100 C BTO 0.15",3210,3999.77,"2023-02-22","11:45:00",2595,"Profit Target",609.8,1,154971.2,8790,"",2.6,2.6,129.4,174,23.26,22.62,4.49,2.68,19.16,-1.25
"2023-02-21","09:33:00",4042.96,"1 Feb 21 4045 P STO 15.65 | 1 Feb 21 4045 C STO 13.50 | 1 Feb 21 3930 P BTO 0.10 | 1 Feb 21 4130 C BTO 0.15",2890,4011.73,"2023-02-21","11:33:00",3670,"Stop Loss",-785.2,1,154361.4,8610,"",2.6,2.6,116.6,184.5,22.27,23.14,-26.74,-9.39,11.07,-26.99
"2023-02-17","12:12:00",4066.02,"1 Feb 17 4065 P STO 9.65 | 1 Feb 17 4065 C STO 11.10 | 1 Feb 17 3970 P BTO 0.10 | 1 Feb 17 4140 C BTO 0.15",2050,4061.8,"2023-02-17","14:02:00",1650,"Profit Target",394.8,1,155146.6,7450,"",2.6,2.6,83,111,20.23,20.44,-13.02,-11.37,19.51,-21.22
"2023-02-17","10:26:00",4068.67,"1 Feb 17 4070 P STO 14.40 | 1 Feb 17 4070 C STO 12.60 | 1 Feb 17 3940 P BTO 0.10 | 1 Feb 17 4150 C BTO 0.15",2675,4063.6,"2023-02-17","12:11:00",2145,"Profit Target",524.8,1,154751.8,10325,"",2.6,2.6,108,108.25,20.49,20.31,-13.02,-8.72,19.81,-8.6
"2023-02-17","09:33:00",4067.11,"1 Feb 17 4065 P STO 15.65 | 1 Feb 17 4065 C STO 17.50 | 1 Feb 17 3860 P BTO 0.10 | 1 Feb 17 4175 C BTO 0.15",3290,4067.91,"2023-02-17","10:25:00",2655,"Profit Target",629.8,1,154227,17210,"",2.6,2.6,132.6,266.5,20.67,20.52,-13.02,-10.28,19.3,-3.34
"2023-02-16","12:21:00",4117.5,"1 Feb 16 4115 P STO 8.20 | 1 Feb 16 4115 C STO 10.60 | 1 Feb 16 4040 P BTO 0.15 | 1 Feb 16 4170 C BTO 0.15",1850,4133.23,"2023-02-16","12:37:00",2350,"Stop Loss",-505.2,1,153597.2,5650,"",2.6,2.6,62.67,48,18.99,18.6,-32.85,2.75,0,-27.03
"2023-02-16","09:33:00",4102.1,"1 Feb 16 4100 P STO 14.10 | 1 Feb 16 4100 C STO 15.90 | 1 Feb 16 3980 P BTO 0.15 | 1 Feb 16 4185 C BTO 0.15",2970,4117.19,"2023-02-16","12:20:00",2365,"Profit Target",599.8,1,154102.4,9030,"",2.6,2.6,100,237.5,19.52,19.01,-32.85,-12.65,20.37,-3.37
"2023-02-15","13:34:00",4130.76,"1 Feb 15 4130 P STO 6.55 | 1 Feb 15 4130 C STO 7.20 | 1 Feb 15 4070 P BTO 0.10 | 1 Feb 15 4170 C BTO 0.15",1350,4135.42,"2023-02-15","14:55:00",1065,"Profit Target",279.8,1,153502.6,4650,"",2.6,2.6,55,107.5,18.27,18.28,-16.63,11.26,21.11,-18.89
"2023-02-15","12:09:00",4123.89,"1 Feb 15 4125 P STO 9.50 | 1 Feb 15 4125 C STO 8.30 | 1 Feb 15 4050 P BTO 0.10 | 1 Feb 15 4180 C BTO 0.15",1755,4129.64,"2023-02-15","13:33:00",1400,"Profit Target",349.8,1,153222.8,5745,"",2.6,2.6,71.2,71,18.34,18.29,-16.63,4.39,20.23,-4.27
"2023-02-15","10:29:00",4119.19,"1 Feb 15 4120 P STO 12.10 | 1 Feb 15 4120 C STO 10.70 | 1 Feb 15 4030 P BTO 0.15 | 1 Feb 15 4190 C BTO 0.15",2250,4122.95,"2023-02-15","12:08:00",1800,"Profit Target",444.8,1,152873,6750,"",2.6,2.6,76,91,18.46,18.38,-16.63,-0.31,20,-0.67
"2023-02-15","09:33:00",4116.63,"1 Feb 15 4115 P STO 13.70 | 1 Feb 15 4115 C STO 14.95 | 1 Feb 15 4010 P BTO 0.15 | 1 Feb 15 4210 C BTO 0.10",2840,4116.83,"2023-02-15","10:28:00",2285,"Profit Target",549.8,1,152428.2,7660,"",2.6,2.6,114.6,153.33,18.7,18.52,-16.63,-2.87,19.54,0
"2023-02-14","09:33:00",4106.51,"1 Feb 14 4105 P STO 21.60 | 1 Feb 14 4105 C STO 21.95 | 1 Feb 14 3950 P BTO 0.15 | 1 Feb 14 4230 C BTO 0.15",4325,4158.86,"2023-02-14","10:12:00",5730,"Stop Loss",-1410.2,1,151878.4,11175,"",2.6,2.6,145.17,128.33,20.1,18.84,-10.59,-20.19,9.83,-32.49
"2023-02-13","09:33:00",4096.01,"1 Feb 13 4095 P STO 14.05 | 1 Feb 13 4095 C STO 14.55 | 1 Feb 13 3990 P BTO 0.15 | 1 Feb 13 4170 C BTO 0.15",2830,4127.48,"2023-02-13","10:56:00",3585,"Stop Loss",-760.2,1,153288.6,7670,"",2.6,2.6,95.33,80.67,21.32,20.67,6.16,-0.61,9.19,-26.68
"2023-02-10","12:22:00",4068.79,"1 Feb 10 4070 P STO 10.90 | 1 Feb 10 4070 C STO 9.90 | 1 Feb 10 3985 P BTO 0.10 | 1 Feb 10 4135 C BTO 0.15",2055,4090.82,"2023-02-10","13:21:00",2615,"Stop Loss",-565.2,1,154048.8,6445,"",2.6,2.6,83.2,59.11,21.43,20.8,-12.58,-0.13,2.19,-27.25
"2023-02-10","10:54:00",4069.82,"1 Feb 10 4070 P STO 13.25 | 1 Feb 10 4070 C STO 13.30 | 1 Feb 10 3970 P BTO 0.15 | 1 Feb 10 4155 C BTO 0.15",2625,4067.69,"2023-02-10","12:21:00",2100,"Profit Target",519.8,1,154614,7375,"",2.6,2.6,88.5,141,21.42,21.44,-12.58,0.9,20,-8.38
"2023-02-10","09:33:00",4072.46,"1 Feb 10 4070 P STO 15.50 | 1 Feb 10 4070 C STO 17.75 | 1 Feb 10 3945 P BTO 0.10 | 1 Feb 10 4170 C BTO 0.10",3305,4071.46,"2023-02-10","10:53:00",2660,"Profit Target",639.8,1,154094.2,9195,"",2.6,2.6,166.25,134,21.37,21.41,-12.58,3.54,19.52,-0.91
"2023-02-09","09:33:00",4151.59,"1 Feb 9 4150 P STO 13.35 | 1 Feb 9 4150 C STO 15.10 | 1 Feb 9 4035 P BTO 0.10 | 1 Feb 9 4230 C BTO 0.10",2825,4115.06,"2023-02-09","12:35:00",3655,"Stop Loss",-835.2,1,153454.4,8675,"",2.6,2.6,142.25,366.5,19.23,19.86,26.39,7.34,17.17,-29.38
"2023-02-08","10:41:00",4141.16,"1 Feb 8 4140 P STO 11.45 | 1 Feb 8 4140 C STO 12.25 | 1 Feb 8 4045 P BTO 0.10 | 1 Feb 8 4220 C BTO 0.15",2345,4117.74,"2023-02-08","11:27:00",2985,"Stop Loss",-645.2,1,154289.6,7155,"",2.6,2.6,94.8,150.25,18.79,19.66,-10.53,-12.31,2.77,-27.29
"2023-02-08","09:33:00",4143.77,"1 Feb 8 4145 P STO 15.40 | 1 Feb 8 4145 C STO 13.85 | 1 Feb 8 4025 P BTO 0.15 | 1 Feb 8 4230 C BTO 0.15",2895,4141.79,"2023-02-08","10:40:00",2340,"Profit Target",549.8,1,154934.8,9105,"",2.6,2.6,97.5,157,18.88,18.78,-10.53,-9.7,19.17,-0.52
"2023-02-07","09:33:00",4102.07,"1 Feb 7 4100 P STO 19.05 | 1 Feb 7 4100 C STO 20.85 | 1 Feb 7 3970 P BTO 0.10 | 1 Feb 7 4225 C BTO 0.10",3970,4144.85,"2023-02-07","12:50:00",5070,"Stop Loss",-1105.2,1,154385,9030,"",2.6,2.6,199.5,170,19.91,18.97,-5.73,-3.28,11.59,-27.71
"2023-02-06","12:33:00",4113.02,"1 Feb 6 4115 P STO 9.90 | 1 Feb 6 4115 C STO 8.05 | 1 Feb 6 4050 P BTO 0.10 | 1 Feb 6 4170 C BTO 0.15",1770,4114.76,"2023-02-06","14:01:00",1405,"Profit Target",359.8,1,155490.2,4730,"",2.6,2.6,71.8,71.25,19.48,19.54,-16.91,-6.55,20.62,-0.56
"2023-02-06","10:53:00",4112.91,"1 Feb 6 4115 P STO 12.30 | 1 Feb 6 4115 C STO 9.80 | 1 Feb 6 4030 P BTO 0.10 | 1 Feb 6 4190 C BTO 0.10",2190,4112.42,"2023-02-06","12:32:00",1765,"Profit Target",419.8,1,155130.4,6310,"",2.6,2.6,110.5,118.67,19.37,19.49,-16.91,-6.66,19.41,-2.28
"2023-02-06","09:33:00",4120.92,"1 Feb 6 4120 P STO 14.50 | 1 Feb 6 4120 C STO 13.65 | 1 Feb 6 4015 P BTO 0.10 | 1 Feb 6 4205 C BTO 0.15",2790,4114.44,"2023-02-06","10:52:00",2195,"Profit Target",589.8,1,154710.6,7710,"",2.6,2.6,112.6,110.75,19.38,19.34,-16.91,1.35,21.33,-14.52
"2023-02-03","09:33:00",4139.3,"1 Feb 3 4140 P STO 17.45 | 1 Feb 3 4140 C STO 16.20 | 1 Feb 3 3995 P BTO 0.10 | 1 Feb 3 4245 C BTO 0.15",3340,4174.84,"2023-02-03","10:37:00",4215,"Stop Loss",-880.2,1,154120.8,11160,"",2.6,2.6,134.6,106.38,18.38,18.3,-43.07,2.61,8.38,-26.2
"2023-02-02","12:07:00",4172.09,"1 Feb 2 4170 P STO 8.60 | 1 Feb 2 4170 C STO 11.20 | 1 Feb 2 4050 P BTO 0.10 | 1 Feb 2 4240 C BTO 0.15",1955,4192.27,"2023-02-02","13:58:00",2450,"Stop Loss",-500.2,1,155001,10045,"",2.6,2.6,79.2,164.33,17.7,18.47,39.47,13.41,8.95,-25.32
"2023-02-02","09:33:00",4160.27,"1 Feb 2 4160 P STO 13.90 | 1 Feb 2 4160 C STO 13.65 | 1 Feb 2 4035 P BTO 0.10 | 1 Feb 2 4235 C BTO 0.15",2730,4169.78,"2023-02-02","12:06:00",2200,"Profit Target",524.8,1,155501.2,9770,"",2.6,2.6,110.2,74.33,17.43,17.75,39.47,1.59,19.41,-12.09
"2023-02-01","09:33:00",4064.16,"1 Feb 1 4065 P STO 26.75 | 1 Feb 1 4065 C STO 25.35 | 1 Feb 1 3920 P BTO 0.15 | 1 Feb 1 4210 C BTO 0.10",5185,4067.44,"2023-02-01","14:10:00",4150,"Profit Target",1029.8,1,154976.4,9315,"",2.6,2.6,208.4,277.67,19.61,19.21,-6.53,-5.91,19.96,-3.95
"2023-01-31","11:50:00",4041.13,"1 Jan 31 4040 P STO 8.05 | 1 Jan 31 4040 C STO 9.50 | 1 Jan 31 3975 P BTO 0.15 | 1 Jan 31 4090 C BTO 0.15",1725,4051.53,"2023-01-31","15:18:00",1380,"Profit Target",339.8,1,153946.6,4775,"",2.6,2.6,58.5,139,19.34,19.38,3.08,20.28,20,-22.61
"2023-01-31","09:33:00",4024.74,"1 Jan 31 4025 P STO 14.35 | 1 Jan 31 4025 C STO 14.35 | 1 Jan 31 3940 P BTO 0.15 | 1 Jan 31 4105 C BTO 0.10",2845,4040.81,"2023-01-31","11:49:00",2235,"Profit Target",604.8,1,153606.8,5655,"",2.6,2.6,114.8,224.5,20.12,19.33,3.08,3.89,21.44,-1.76
"2023-01-30","12:24:00",4039.91,"1 Jan 30 4040 P STO 8.80 | 1 Jan 30 4040 C STO 8.60 | 1 Jan 30 3980 P BTO 0.15 | 1 Jan 30 4100 C BTO 0.15",1710,4036.15,"2023-01-30","14:05:00",1360,"Profit Target",344.8,1,153002,4290,"",2.6,2.6,58,91.67,19.77,19.93,-21.29,-9.36,20.47,-7.31
"2023-01-30","10:51:00",4039.72,"1 Jan 30 4040 P STO 10.70 | 1 Jan 30 4040 C STO 10.70 | 1 Jan 30 3965 P BTO 0.15 | 1 Jan 30 4115 C BTO 0.10",2115,4040.42,"2023-01-30","12:23:00",1705,"Profit Target",404.8,1,152657.2,5385,"",2.6,2.6,85.6,114.67,20.06,19.76,-21.29,-9.55,19.39,-3.55
"2023-01-30","09:33:00",4045.84,"1 Jan 30 4045 P STO 13.35 | 1 Jan 30 4045 C STO 14.20 | 1 Jan 30 3940 P BTO 0.10 | 1 Jan 30 4125 C BTO 0.10",2735,4037.29,"2023-01-30","10:50:00",2200,"Profit Target",529.8,1,152252.4,7765,"",2.6,2.6,137.75,111,19.55,20.15,-21.29,-3.43,19.56,-5.67
"2023-01-27","10:48:00",4057.32,"1 Jan 27 4055 P STO 9.80 | 1 Jan 27 4055 C STO 12.25 | 1 Jan 27 3970 P BTO 0.15 | 1 Jan 27 4120 C BTO 0.15",2175,4079.8,"2023-01-27","12:41:00",2735,"Stop Loss",-565.2,1,151722.6,6325,"",2.6,2.6,73.5,79.14,18.5,18.02,-6.71,3.6,5.52,-25.75
"2023-01-27","09:33:00",4053.89,"1 Jan 27 4055 P STO 15.20 | 1 Jan 27 4055 C STO 13.15 | 1 Jan 27 3950 P BTO 0.15 | 1 Jan 27 4130 C BTO 0.15",2805,4058.61,"2023-01-27","10:47:00",2235,"Profit Target",564.8,1,152287.8,7695,"",2.6,2.6,94.5,112.75,18.68,18.52,-6.71,0.17,20.32,-13.19
"2023-01-26","09:33:00",4050.46,"1 Jan 26 4050 P STO 13.95 | 1 Jan 26 4050 C STO 14.70 | 1 Jan 26 3930 P BTO 0.15 | 1 Jan 26 4130 C BTO 0.15",2835,4021.29,"2023-01-26","09:57:00",3735,"Stop Loss",-905.2,1,151723,9165,"",2.6,2.6,95.5,94.38,19.06,19.36,19.86,14.38,1.94,-31.75
"2023-01-25","10:18:00",3965.15,"1 Jan 25 3965 P STO 11.40 | 1 Jan 25 3965 C STO 12.00 | 1 Jan 25 3865 P BTO 0.10 | 1 Jan 25 4035 C BTO 0.15",2315,3989.52,"2023-01-25","11:57:00",2900,"Stop Loss",-590.2,1,152628.2,7685,"",2.6,2.6,93.6,97.67,20.52,19.72,-34.24,-17.56,13.82,-25.27
"2023-01-25","09:33:00",3965.26,"1 Jan 25 3965 P STO 14.10 | 1 Jan 25 3965 C STO 15.15 | 1 Jan 25 3845 P BTO 0.10 | 1 Jan 25 4050 C BTO 0.15",2900,3960.12,"2023-01-25","10:17:00",2345,"Profit Target",549.8,1,153218.4,9100,"",2.6,2.6,117,118.25,20.26,20.58,-34.24,-17.45,19.14,-0.17
"2023-01-24","12:37:00",4013.32,"1 Jan 24 4015 P STO 8.75 | 1 Jan 24 4015 C STO 7.00 | 1 Jan 24 3950 P BTO 0.15 | 1 Jan 24 4065 C BTO 0.15",1545,4014.12,"2023-01-24","14:07:00",1225,"Profit Target",314.8,1,152668.6,4955,"",2.6,2.6,52.5,82.67,19.62,19.24,-18.07,11.58,20.71,-4.53
"2023-01-24","11:14:00",4012.46,"1 Jan 24 4010 P STO 8.80 | 1 Jan 24 4010 C STO 10.90 | 1 Jan 24 3920 P BTO 0.10 | 1 Jan 24 4070 C BTO 0.15",1945,4012.73,"2023-01-24","12:36:00",1565,"Profit Target",374.8,1,152353.8,7055,"",2.6,2.6,78.8,79.25,19.74,19.65,-18.07,10.72,19.54,-2.83
"2023-01-24","09:33:00",4003.6,"1 Jan 24 4005 P STO 13.85 | 1 Jan 24 4005 C STO 12.85 | 1 Jan 24 3900 P BTO 0.15 | 1 Jan 24 4075 C BTO 0.15",2640,4014.64,"2023-01-24","11:13:00",2125,"Profit Target",509.8,1,151979,7860,"",2.6,2.6,89,86,20.05,19.69,-18.07,1.86,19.51,-6.63
"2023-01-23","09:33:00",3976.64,"1 Jan 23 3975 P STO 11.45 | 1 Jan 23 3975 C STO 12.20 | 1 Jan 23 3880 P BTO 0.15 | 1 Jan 23 4040 C BTO 0.15",2335,3999.49,"2023-01-23","10:13:00",2995,"Stop Loss",-665.2,1,151469.2,7165,"",2.6,2.6,78.83,50.92,20.15,19.9,5.53,-1.5,4.93,-28.27
"2023-01-20","09:33:00",3903.83,"1 Jan 20 3905 P STO 15.10 | 1 Jan 20 3905 C STO 11.85 | 1 Jan 20 3795 P BTO 0.15 | 1 Jan 20 3990 C BTO 0.15",2665,3936.14,"2023-01-20","11:30:00",3375,"Stop Loss",-715.2,1,152134.4,8335,"",2.6,2.6,89.83,226,20.62,19.55,10.19,-5.21,17.26,-26.64
"2023-01-19","12:02:00",3895.4,"1 Jan 19 3895 P STO 8.10 | 1 Jan 19 3895 C STO 8.40 | 1 Jan 19 3830 P BTO 0.15 | 1 Jan 19 3950 C BTO 0.15",1620,3913.74,"2023-01-19","13:40:00",2120,"Stop Loss",-505.2,1,152849.6,4880,"",2.6,2.6,55,61.57,21.3,20.59,-17.02,-16.44,7.72,-30.86
"2023-01-19","10:28:00",3901.4,"1 Jan 19 3900 P STO 10.65 | 1 Jan 19 3900 C STO 11.50 | 1 Jan 19 3805 P BTO 0.10 | 1 Jan 19 3975 C BTO 0.15",2190,3893.2,"2023-01-19","12:01:00",1745,"Profit Target",439.8,1,153354.8,7310,"",2.6,2.6,88.6,117.33,21.28,21.4,-17.02,-10.44,20.32,-1.83
"2023-01-19","09:33:00",3911.13,"1 Jan 19 3910 P STO 13.25 | 1 Jan 19 3910 C STO 14.60 | 1 Jan 19 3800 P BTO 0.15 | 1 Jan 19 4000 C BTO 0.10",2760,3904.61,"2023-01-19","10:27:00",2215,"Profit Target",539.8,1,152915,8240,"",2.6,2.6,111.4,148.67,21.04,21.21,-17.02,-0.71,19.75,-2.72
"2023-01-18","10:20:00",4002.41,"1 Jan 18 4000 P STO 8.10 | 1 Jan 18 4000 C STO 10.70 | 1 Jan 18 3925 P BTO 0.15 | 1 Jan 18 4060 C BTO 0.15",1850,3982.76,"2023-01-18","10:55:00",2325,"Stop Loss",-480.2,1,152375.2,5650,"",2.6,2.6,62.67,94,19.09,19.37,11.28,0.16,4.86,-25.68
"2023-01-18","09:33:00",4000.76,"1 Jan 18 4000 P STO 11.85 | 1 Jan 18 4000 C STO 12.70 | 1 Jan 18 3900 P BTO 0.15 | 1 Jan 18 4070 C BTO 0.15",2425,4003.71,"2023-01-18","10:19:00",1935,"Profit Target",484.8,1,152855.4,7575,"",2.6,2.6,81.83,97.75,19.1,19.07,11.28,-1.49,20.21,0
